"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"United Kingdom","GBR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6991119384766","94.6819305419922","","97.3575820922852","","","","","94.9888534545898","94.58984375","","","","","","","","","","","","",
"Ghana","GHA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7963714599609","69.09326171875","68.6124114990234","64.9443817138672","62.1085510253906","67.9608383178711","57.8754005432129","61.4824600219727","53.0111999511719","49.0710792541504","47.5666885375977","50.6026191711426","50.6002807617188","52.2658805847168","53.3044204711914","52.3977584838867","54.6945190429688","56.0447692871094","55.373779296875","60.4105491638184","61.5381011962891","67.3241271972656","",
"Gibraltar","GIB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9130401611328","99.0476226806641","100","","","","","","","100","99.5073928833008","","","","","","","85.2941207885742","100","","","100","",
"Guinea","GIN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.0819396972656","67.6950836181641","","82.1452789306641","","","80.376350402832","74.5147171020508","74.1184005737305","75.0039520263672","75.6872634887695","75.3609313964844","","","","76.7044677734375","",
"Gambia, The","GMB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.7427062988281","","","","","","","","","","","89.7431716918945","63.4887619018555","81.9169998168945","90.653450012207","85.813720703125","","87.7462463378906","100","87.8427886962891","87.6808929443359","",
"Guinea-Bissau","GNB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1248207092285","","","","","","","","","","38.9313011169434","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.965518951416","42.6976203918457","45.2571105957031","48.8267402648926","","","","37.2295417785645","","","","","","",
"Greece","GRC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2110595703125","70.0653610229492","","68.0180206298828","","75.34765625","","69.4603881835938","73.4959335327148","68.7951812744141","65.3348999023438","55.038761138916","","53.7142906188965","62.9711799621582","63.590389251709","62.9976615905762","64.0625","62.9491882324219","","","",
"Greenland","GRL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7404289245605","51.4327011108398","53.0699691772461","","57.4748382568359","","57.2046089172363","","57.27294921875","58.4919090270996","63.6986312866211","66.0630111694336","67.696907043457","69.6494216918945","","","","","","","","","",
"High income","HIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9000015258789","86.3897323608398","87.5492324829102","89.3990097045898","90.6256332397461","91.1424713134766","91.8492126464844","93.1641693115234","94.8320693969727","94.5602416992188","95.1198806762695","95.124153137207","95.6056365966797","95.7912902832031","95.7918472290039","96.0071563720703","96.4113311767578","96.1748580932617","96.6066284179688","96.8944091796875","96.5510864257813","95.982048034668","95.6809463500977","",
"Honduras","HND","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2134399414063","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.8959579467773","","","76.1701889038086","76.2805404663086","75.8602981567383","75.9466018676758","75.3286285400391","73.6406707763672","73.4570465087891","70.3068389892578","69.392822265625","69.456298828125","69.6066970825195","69.1494827270508","69.9086837768555","69.611457824707","72.7629776000977","72.5621185302734","70.926628112793","","",
"Croatia","HRV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.9362030029297","88.2823791503906","87.7924194335938","85.3707427978516","87.0015182495117","89.1163330078125","88.0550765991211","88.367790222168","",
"IDA & IBRD total","IBT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.053108215332","84.0619812011719","83.7779235839844","81.7781524658203","83.205322265625","84.815803527832","83.8635025024414","83.9261093139648","",
"IDA total","IDA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4898986816406","75.7413330078125","71.7842330932617","73.4768218994141","74.4852523803711","74.4554214477539","75.223258972168","75.9099578857422","74.9795684814453","72.4668579101563","74.5881805419922","70.8063278198242","70.2063064575195","70.7805099487305","70.3959426879883","71.7776412963867","72.3151016235352","71.4684982299805","","",
"IDA blend","IDB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6820068359375","81.3147125244141","70.1571273803711","72.721549987793","73.5242080688477","71.6919631958008","76.8428726196289","78.2196426391602","79.1193237304688","73.5552368164063","81.6420288085938","69.7362289428711","68.5860137939453","70.2236862182617","69.4357376098633","68.6547012329102","70.2097778320313","70.2835998535156","70.307243347168","",
"Indonesia","IDN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.8809967041016","73.8250503540039","72.7123794555664","72.78125","72.4015808105469","72.6577682495117","73.8479080200195","74.9223098754883","75.6851119995117","74.4671020507813","74.8161315917969","73.091438293457","71.8895797729492","71.6701889038086","71.2303085327148","70.8741302490234","70.9441604614258","70.7336883544922","73.0666198730469","73.1750869750977","71.9124069213867","","",
"Isle of Man","IMN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8310470581055","","73.1334381103516","77.7492828369141","",
"Not classified","INX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4033279418945","","100","","","95.8424606323242","98.6621398925781","98.4401931762695","","","","","100","100","100","100","100","","","","",
"Iraq","IRQ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.0980834960938","95.6615524291992","93.3762512207031","96.2075119018555","95.4952163696289","100","100","100","",
"Jordan","JOR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","",
"Japan","JPN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","",
"Kenya","KEN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6919937133789","98.801139831543","98.9132537841797","99.4349136352539","98.696418762207","98.4161529541016","96.8073120117188","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0189399719238","54.817081451416","57.9615287780762","61.2564010620117","62.357349395752","64.3790817260742","65.7482223510742","68.413200378418","69.6577682495117","71.9735794067383","92.1450271606445","93.0305709838867","92.7841567993164","94.9920120239258","95.4301300048828","","","","",
"Cambodia","KHM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9141006469727","96.0165863037109","94.7456970214844","96.5010223388672","97.6862564086914","98.3148498535156","98.4139022827148","98.2186889648438","99.4791870117188","99.0555419921875","98.9262924194336","100","100","100","100","100","100","100","100","100","",
"Kiribati","KIR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8837890625","84.3234329223633","90.4538269042969","85.4263610839844","","94.0532073974609","94.1082763671875","48.602481842041","54.0831985473633","52.443000793457","78.821662902832","72.7134094238281","","","","90.4829483032227","",
"St. Kitts and Nevis","KNA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5","","61.2359580993652","55.7746505737305","54.4041481018066","55.7065200805664","55.0408706665039","58.3333282470703","","61.8279609680176","63.5910186767578","61.6252784729004","61.6252784729004","63.6165618896484","64.6753234863281","64.6753234863281","68.3291778564453","71.8231964111328","72.0101776123047","","","","","",
"Korea, Rep.","KOR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","100","100","100","100","100","100","100","","77.6199798583984","77.7441635131836","77.1555023193359","79.4896926879883","78.9332427978516","","","","","94.7163162231445","",
"Latin America & Caribbean (excluding high income)","LAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0173263549805","80.7785415649414","81.2031631469727","80.0617904663086","80.9254684448242","81.1215591430664","80.8228988647461","80.1833267211914","80.5292892456055","80.8940734863281","80.0125427246094","80.6747665405273","81.7300415039063","82.0938491821289","82.1366882324219","82.2335968017578","82.3031997680664","","",
"Lao PDR","LAO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7153930664063","76.6925201416016","76.2407379150391","76.1499404907227","77.5226593017578","79.3534622192383","83.3810424804688","85.7590179443359","89.6703109741211","96.8856811523438","91.9874267578125","95.4030609130859","93.7663803100586","97.2380828857422","97.9802398681641","98.2812881469727","98.426399230957","97.496467590332","97.0168991088867","97.016960144043","96.9100875854492","98.8429336547852","",
"Lebanon","LBN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.576171875","","40.1133193969727","47.766731262207","","56.3671112060547","","","56.388500213623","","","70.1700210571289","","","","",
"Libya","LBY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1482925415039","","77.3345413208008","77.8095169067383","79.9627227783203","79.8434371948242","82.1465377807617","87.8323135375977","87.6360015869141","86.7744979858398","86.7413635253906","87.7609100341797","","","","","","","","","",
"Latin America & Caribbean","LCN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2774887084961","81.1646575927734","81.3350219726563","81.0440368652344","80.4554061889648","80.9104537963867","81.3607482910156","80.5023422241211","81.1796798706055","82.2546234130859","82.5873336791992","82.6150207519531","82.7599716186523","82.8335800170898","","",
"Least developed countries: UN classification","LDC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.9951171875","71.799430847168","","71.5913467407227","71.6512832641602","73.4758071899414","74.5671920776367","74.8812103271484","73.526008605957","73.9957580566406","71.9726486206055","70.1690063476563","69.8595886230469","69.9843063354492","69.4691467285156","69.2710571289063","69.342399597168","71.6008605957031","71.549560546875","70.1761016845703","","",
"Low income","LIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1868667602539","76.4755477905273","76.067512512207","72.7006683349609","70.6029510498047","69.8285217285156","69.2329711914063","69.2344436645508","69.5607681274414","68.7154388427734","72.7248382568359","71.9739990234375","69.9203262329102","","",
"Liechtenstein","LIE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1101531982422","82.390380859375","","80.2432327270508","","86.2257995605469","85.0417404174805","85.4791107177734","83.0511932373047","83.3280334472656","82.627326965332","",
"Lower middle income","LMC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0785217285156","89.9222564697266","90.7948989868164","90.5742111206055","89.6865463256836","89.1677703857422","88.1627197265625","85.6079406738281","85.6969528198242","81.0463027954102","80.8733520507813","80.3676376342773","76.579231262207","78.4672698974609","81.4238204956055","79.9506988525391","81.1155090332031","",
"Low & middle income","LMY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9987030029297","84.0124282836914","83.7061386108398","81.6761169433594","83.1233291625977","84.7186965942383","83.7734527587891","83.8303298950195","",
"Lesotho","LSO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0668716430664","74.1897888183594","74.8459320068359","72.5864410400391","67.3337631225586","65.475830078125","63.6793403625488","66.7018585205078","71.8129501342773","57.0214996337891","57.6022911071777","63.3819999694824","66.4527969360352","67.5446395874023","72.0328521728516","75.7857971191406","79.1582794189453","86.5256881713867","","","","","",
"Late-demographic dividend","LTE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","","",
"Macao SAR, China","MAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.9966812133789","83.5234527587891","87.2287673950195","89.6658401489258","90.4024810791016","90.9313735961914","90.8017425537109","88.9301223754883","88.8751525878906","86.2956314086914","85.9936904907227","84.7178192138672","85.830207824707","87.9825668334961","88.1627578735352","88.1965179443359","96.1672515869141","97.5891036987305","98.1947708129883","98.5234909057617","98.9175720214844","98.8976364135742","",
"St. Martin (French part)","MAF","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Monaco","MCO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.529411315918","75","73.0769195556641",
"Moldova","MDA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8190612792969","100","99.1659317016602","99.0862884521484","98.9768524169922","100","100","",
"Madagascar","MDG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9862194061279","18.9144401550293","16.6627502441406","15.0726404190063","14.8742904663086","14.8374300003052","14.7079801559448","15.2689695358276","","",
"Maldives","MDV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8770065307617","66.6666717529297","66.4510192871094","66.9413604736328","63.8229293823242","60.8122901916504","","64.2956314086914","67.5959167480469","65.8677368164063","67.9245300292969","74.0919418334961","76.9572525024414","80.7633590698242","77.4742965698242","90.1202011108398","86.0571136474609","82.7975463867188","85.7243728637695","90.1345291137695","91.8594512939453","88.8276901245117","","",
"Middle East & North Africa","MEA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9793395996094","95.8748397827148","95.6448974609375","96.3596878051758","96.4975662231445","94.7599182128906","93.3047637939453","92.2276382446289","91.8980484008789","92.7114028930664","92.8268966674805","90.3497161865234","85.6998901367188","84.7638397216797","86.7354202270508","86.2898330688477","85.9278335571289","86.5555267333984","86.2574615478516","84.5964736938477","83.4827117919922","",
"Mexico","MEX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5038223266602","94.9344329833984","95.1533279418945","95.3685684204102","95.0464935302734","95.5881576538086","95.5859069824219","96.0000534057617","95.9999313354492","92.9578704833984","93.2757415771484","93.9415893554688","94.5913467407227","94.8114700317383","95.3408508300781","","","",
"Marshall Islands","MHL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.4204330444336","85.5237426757813","85.1834487915039","83.0675506591797","84.2980804443359","86.2374267578125","85.4376983642578","85.7534408569336","",
"North Macedonia","MKD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.1439018249512","49.983081817627","","52.4238510131836","","","","","","","","","","",
"Malta","MLT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.500617980957","84.6691284179688","80.0951995849609","82.3127822875977","","80.8738174438477","","",
"Myanmar","MMR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.576171875","62.7018508911133","60.429328918457","72.484619140625","73.665283203125","76.3926315307617","","98.2713088989258","99.0000534057617","98.9996109008789","98.8698501586914","99.8601837158203","","","","99.5479888916016","","","","95.3369369506836","","","",
"Middle East & North Africa (excluding high income)","MNA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7871932983398","95.7273635864258","95.4827194213867","96.206657409668","96.6300735473633","95.0446624755859","93.4774017333984","92.2230682373047","91.8890686035156","91.4348831176758","91.6354675292969","88.6673812866211","82.9399337768555","81.3513488769531","83.8230819702148","83.5451507568359","83.2803421020508","84.1015167236328","84.1704406738281","82.4161224365234","81.4387893676758","",
"Montenegro","MNE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","97.5717391967773","98.5428924560547","99.3607025146484","100","100","","100","","93.2701721191406","88.9437408447266","","",
"Northern Mariana Islands","MNP","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8327598571777","64.5675888061523","63.1916885375977","66.967529296875","71.1575393676758","75.9430770874023","80.1040115356445","83.6394882202148","87.3258895874023","89.9568481445313","93.2438735961914","95.1432571411133","97.1921615600586","97.2461471557617","97.9570007324219","98.4043502807617","",
