"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mauritania","MRT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","","91.2172775268555","","","87.2023086547852","91.1958618164063","96.8550796508789","","",
"Mauritius","MUS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","100",
"Malawi","MWI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5434417724609","","","","","","","","88.3822174072266","87.1723785400391","","95.9127807617188","88.4466018676758","91.6283264160156","90.8098297119141","","","","","","","","",
"Malaysia","MYS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1069107055664","97.8516006469727","97.4583892822266","94.9126281738281","91.025993347168","91.0478134155273","91.885856628418","95.0840072631836","93.5548706054688","93.2599029541016","94.5926895141602","95.3556900024414","96.1211471557617","96.4327621459961","96.7133026123047","98.6477432250977","99.9343872070313","99.7345199584961","98.9094924926758","","99.223747253418","96.6310882568359","",
"North America","NAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3258209228516","80.9318466186523","85.3979110717773","87.1134414672852","87.2243576049805","90.0510635375977","91.7480087280273","92.427360534668","92.8984375","94.8080368041992","94.9978332519531","95.5756072998047","96.3888092041016","","94.3008575439453","","","87.4308166503906","86.3256225585938","86.5744323730469","89.5773086547852","91.8183822631836","","",
"New Caledonia","NCL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7521133422852","97.3542022705078","79.8889465332031","69.6274566650391","72.4565811157227","75.7501373291016","85.0012283325195","91.9078216552734","98.2364807128906","98.4377288818359","98.013542175293","","","","45.8434600830078","50.0832214355469","55.5236015319824","55.6421012878418","","61.6092796325684","","","",
"Nigeria","NGA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1554489135742","49.2353515625","49.9666213989258","51.2249717712402","","","","66.1484985351563","","","","","","","","62.1766700744629","","","",
"Nicaragua","NIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6004867553711","79.1997985839844","72.8966369628906","72.8503189086914","74.2278671264648","","74.6161575317383","76.9449310302734","73.5665817260742","72.2457427978516","72.7441329956055","","74.8618011474609","","","","","","","","","","","",
"Netherlands","NLD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0003299713135","","15.3710203170776","14.6815099716187","16.2272090911865","17.386079788208","30.5144691467285","","61.3603096008301","66.4361572265625","","73.6608963012695","80.7285232543945","92.5590286254883","92.1852416992188","93.5815200805664","94.4230728149414","97.0108108520508","97.2785186767578","","97.2910614013672","97.2210083007813","",
"Nauru","NRU","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1935501098633","","","","","","","","","100","","","","","",
"New Zealand","NZL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5571975708008","99.6031112670898","99.813346862793","","","","","","","","","","","","","","","","100","100","100","100","",
"Other small states","OSS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1670913696289","84.5041885375977","85.3687362670898","84.9287109375","84.6904983520508","84.6170501708984","84.1842575073242","84.3876800537109","83.3467025756836","83.7921981811523","83.1803283691406","81.5449981689453","80.1964416503906","80.8844833374023","80.3469924926758","78.3149108886719","81.2794799804688","82.1573333740234","81.7813568115234","80.6176528930664","80.3385467529297","81.8145294189453","79.8971328735352","","",
"Pakistan","PAK","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0448532104492","85.5068206787109","84.5798568725586","84.0360717773438","85.0621490478516","85.1878433227539","84.2261962890625","82.8051223754883","83.9070587158203","84.898323059082","84.0131683349609","82.4673080444336","87.8536071777344","83.6815414428711","77.9562606811523","77.3141937255859","","",
"Panama","PAN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9767074584961","74.8934326171875","75.6674575805664","75.3122100830078","","74.3373184204102","89.6456527709961","91.1334228515625","90.8100967407227","91.3417587280273","91.5393295288086","91.6302108764648","91.5166397094727","90.4033126831055","","83.1890335083008","99.2449722290039","99.2449722290039","99.2449722290039","","","","",
"Peru","PER","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","",
"Palau","PLW","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3000030517578","99.5","99.5","99.5999984741211","99.5999984741211","99.5999984741211","99.5999984741211","99.5","100","100","","",
"Pre-demographic dividend","PRE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.5760498046875","79.2127532958984","72.6115417480469","72.0924835205078","72.0107574462891","69.0776901245117","70.8659973144531","71.8723373413086","71.8457717895508","69.0817489624023","72.8858489990234","67.8465423583984","67.3436813354492","69.2092132568359","69.9364395141602","72.5241394042969","72.4536285400391","71.715446472168","","",
"Puerto Rico","PRI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94.6935882568359","92.5758514404297","","","","","",
"Korea, Dem. People's Rep.","PRK","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0764389038086","","","","","","","","","",
"West Bank and Gaza","PSE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Pacific island small states","PSS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.424430847168","81.0395202636719","79.6011734008789","76.9458694458008","74.5177993774414","74.1748275756836","78.2191467285156","78.6965484619141","77.4053573608398","80.3774871826172","82.3019485473633","81.396598815918","81.5313262939453","47.0153884887695","",
"Post-demographic dividend","PST","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3367500305176","48.886531829834","","","","","","100","100","100","100","100","100","",
"Romania","ROU","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.0545272827148","95.6821670532227","95.7189865112305","","96.2737579345703","96.524299621582","96.5622177124023","96.739128112793","","","","98.8400192260742","98.9051666259766","98.8765563964844","98.8979873657227","99.0062408447266","98.584846496582","98.584846496582","","","",
"Rwanda","RWA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.6346397399902","52.5831184387207","62.704719543457","81.1673812866211","85.1824722290039","81.7123184204102","93.7314376831055","98.2994384765625","98.0700531005859","94.1616668701172","93.8717727661133","91.4790802001953","98.4267578125","95.55908203125","95.2040634155273","95.5744934082031","93.9245300292969","92.4996566772461","92.5864334106445","94.4002075195313","95.0613098144531","","",
"South Asia","SAS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.78054","76.06673","73.83254","64.95293","69.53206","75.2247","72.3932","75.76257","",
"Saudi Arabia","SAU","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.4969024658203","","","","","","100","100","100","100","100","100","100","100","",
"Sudan","SDN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3790588378906","50.8420600891113","45.6977081298828","49.6953506469727","46.038688659668","46.1838111877441","42.5605506896973","47.8528518676758","63.1021881103516","64.7217712402344","72.3790893554688","69.9682235717773","68.3398208618164","","","","75.3395233154297","75.0538024902344","",
"Singapore","SGP","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.164436340332","98.8888931274414","98.5591506958008","","","","","","","98.9958114624023","98.9980621337891","98.2631607055664","97.8361968994141","","",
"Solomon Islands","SLB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9661712646484","53.5443992614746","54.3064498901367","63.340160369873","64.6144714355469","59.1952590942383","65.5795364379883","74.1498184204102","76.066520690918","82.3597106933594","","",
"Sierra Leone","SLE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0183601379395","54.601261138916","57.1160583496094","","53.8222999572754","","60.8393592834473","60.9166488647461","63.6474113464355","63.0631790161133","",
"El Salvador","SLV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.2473678588867","95.7084197998047","94.87158203125","94.0417633056641","93.3131637573242","93.1646575927734","92.6730422973633","","95.5746994018555","","","","95.6133193969727","95.7418518066406","95.4183502197266","95.4549102783203","","","",
"San Marino","SMR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2040786743164","90.1234588623047","38.8888893127441","",
"Somalia","SOM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","94.2174301147461","","70.4204177856445","55.7344284057617","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7887420654297","82.4283828735352","82.5650100708008","79.0033721923828","72.8316802978516","72.3174591064453","73.5156631469727","71.3313674926758","72.1736679077148","73.017578125","71.0215911865234","68.0664367675781","71.3502731323242","66.4263916015625","65.7241592407227","66.8386917114258","67.2497787475586","69.1941604614258","68.9415435791016","67.8765029907227","","",
"South Sudan","SSD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.027099609375","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7875671386719","82.426872253418","82.5635986328125","79.0030822753906","72.8340606689453","72.3201065063477","73.517951965332","71.3342132568359","72.1776733398438","73.0227813720703","71.0246810913086","68.0698699951172","71.3512573242188","66.426887512207","65.7250366210938","66.8412170410156","67.2520294189453","69.1961898803711","68.9436264038086","67.8785934448242","","",
"Small states","SST","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2173385620117","82.4613189697266","82.8136825561523","82.6447219848633","82.7581787109375","82.5847625732422","82.1788635253906","81.5507431030273","81.8751907348633","81.600700378418","80.0266418457031","78.9343338012695","79.4486999511719","79.226318359375","77.8321075439453","80.0767669677734","82.4213562011719","82.113639831543","81.5036392211914","81.3049774169922","82.5829391479492","81.0536270141602","75.8711013793945","",
"Sao Tome and Principe","STP","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1022491455078","49.4011993408203","","32.7554702758789","31.2000007629395","33.0170783996582","34.3511505126953","31.0954093933105","27.4098892211914","","","","",
"Suriname","SUR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","95.746467590332","96.3729476928711","97.5891571044922","97.2428588867188","97.3969192504883","97.979606628418","98.1926574707031","98.3801116943359","98.9513320922852","","99.2459869384766","",
"Slovak Republic","SVK","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9000015258789","","","","","","","",
"Slovenia","SVN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1284027099609","90.382926940918","91.1176605224609","90.5752868652344","90.5538864135742","90.5297393798828","90.7728805541992","92.1807098388672","94.0438003540039","","84.1860504150391","79.3380737304688","77.5629577636719","67.5810165405273","79.1465911865234","81.6485977172852","82.084098815918","66.875862121582","87.7128067016602","","","","",
"Sint Maarten (Dutch part)","SXM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6890182495117","82.258056640625","81.1403503417969","77.6685409545898","","77.9259262084961","","","","","","99.3589706420898","85.2387771606445","86.7378005981445","76.4790802001953","69.4402389526367","71.2990875244141","83.6391372680664","82.9192504882813","84.0062103271484","84.9765319824219","84.2767333984375","82.5040130615234","",
"Syrian Arab Republic","SYR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.1030807495117","89.212646484375","87.9513397216797","88.389030456543","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.797981262207","","76.4227600097656","84.0336074829102","84.0336074829102","","","","","","","","","","","89.1228103637695","","","","42.788459777832","","95.7295379638672","",
"Chad","TCD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9823303222656","70.1699981689453","68.480842590332","65.9663009643555","64.9801788330078","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8299026489258","94.1829528808594","94.6256866455078","94.9924621582031","90.6715469360352","95.4598999023438","96.2658767700195","95.9229507446289","96.5386276245117","96.5522766113281","96.9745330810547","96.3740615844727","95.1793365478516","95.7256698608398","95.2207489013672","95.0032196044922","94.9814834594727","94.7778701782227","94.864860534668","94.3313293457031","93.5095520019531","",
"Togo","TGO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1247692108154","","","","","","","","","","","76.7028274536133","70.7967071533203","82.1386108398438","76.0669097900391","","73.3292007446289","","","","76.7095031738281","75.7178802490234","",
"Thailand","THA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","","100","100","",
"Tajikistan","TJK","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.5895690917969","81.5740127563477","81.9755477905273","84.0607299804688","","93.0489730834961","87.4086837768555","88.3000335693359","89.5200424194336","92.9375686645508","93.6616821289063","93.9129791259766","94.078498840332","100","100","100","100","","","","",
"Turkmenistan","TKM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2027282714844","99.863410949707","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.711669921875","80.6209869384766","80.830207824707","80.5365600585938","79.8992385864258","80.3004302978516","80.6938705444336","79.8826065063477","80.5559616088867","81.66796875","82.0302200317383","82.0722274780273","82.197639465332","82.2795791625977","","",
"Timor-Leste","TLS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7573623657227","95.6985397338867","95.4444427490234","96.1773910522461","96.5999069213867","94.9956665039063","93.4297103881836","92.1620025634766","91.8226013183594","91.3608016967773","91.5611419677734","","82.7769393920898","81.1682662963867","83.6625137329102","83.3820495605469","83.1113204956055","83.9407806396484","84.0103378295898","82.2307434082031","81.2283706665039","",
"Tonga","TON","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2340393066406","","","","","","","","","","","","","","","99.5522384643555","97.0588226318359","92.4840774536133","","","94.8783569335938","92.8571395874023","94.0949935913086","",
"South Asia (IDA & IBRD)","TSA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7805404663086","76.0667266845703","73.8325424194336","64.9529266357422","69.5320587158203","75.2247009277344","72.3932037353516","75.7625732421875","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7875671386719","82.426872253418","82.5635986328125","79.0030822753906","72.8340606689453","72.3201065063477","73.517951965332","71.3342132568359","72.1776733398438","73.0227813720703","71.0246810913086","68.0698699951172","71.3512573242188","66.426887512207","65.7250366210938","66.8412170410156","67.2520294189453","69.1961898803711","68.9436264038086","67.8785934448242","","",
"Trinidad and Tobago","TTO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4515686035156","76.0773162841797","78.1464462280273","79.9583892822266","83.300537109375","81.0052337646484","","","88.5570907592773","86.5888824462891","87.9951705932617","","","","","","","","","","","81.7180023193359","",
"Tunisia","TUN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","100","",
"Turkiye","TUR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6233825683594","","80","78.301887512207","","",
"Tanzania","TZA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","100","100","100","100","","100","94.4994506835938","","","98.986213684082","","","99.1959533691406","","","","","",
"Uganda","UGA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6560516357422","76.4864120483398","75.1894378662109","71.4871826171875","71.3104019165039","79.5857925415039","","","","",
"Ukraine","UKR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8705902099609","98.5728073120117","99.8245315551758","99.6700897216797","99.7036514282227","99.7276763916016","99.6904678344727","99.6347885131836","99.8026885986328","99.8150405883789","99.8555603027344","99.8627624511719","99.8723907470703","99.888313293457","","","","86.0286102294922","86.7609786987305","87.300537109375","89.11279296875","89.6387786865234","",
"Upper middle income","UMC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","",
